NAME,ID,MATCH
Village of Sleetmute alone or in any combination,2821,
Village of Solomon alone,1620,
Village of Solomon alone or in any combination,2822,
Village of Stony River alone,1621,
Village of Stony River alone or in any combination,2823,
Village of Venetie alone,1622,
Village of Venetie alone or in any combination,2824,
Village of Wainwright alone,1623,
Village of Wainwright alone or in any combination,2825,
Vincentian alone,1284,
Vincentian alone or in any combination,1352,
Vuntut Gwitchin First Nation alone,2433,
Vuntut Gwitchin First Nation alone or in any combination,3635,
Wabauskang First Nation alone,2434,
Wabauskang First Nation alone or in any combination,3636,
Waccamaw Siouan Indian Tribe alone,2202,
Waccamaw Siouan Indian Tribe alone or in any combination,3404,
Wahpekute Sioux alone,2203,
Wahpekute Sioux alone or in any combination,3405,
Wailaki alone,2204,
Wailaki alone or in any combination,3406,
Wakiakum Chinook alone,2205,
Wakiakum Chinook alone or in any combination,3407,
"Walker River Paiute Tribe of the Walker River Reservation, Nevada alone",2206,
"Walker River Paiute Tribe of the Walker River Reservation, Nevada alone or in any combination",3408,
Walla Walla alone,2207,
Walla Walla alone or in any combination,3409,
Wallisian and Futunan alone,3891,
Wallisian and Futunan alone or in any combination,3933,
Walpole Island alone,2435,
Walpole Island alone or in any combination,3637,
Wampanoag alone,2208,
Wampanoag alone or in any combination,3410,
Wampanoag Tribe of Gay Head (Aquinnah) alone,2209,
Wampanoag Tribe of Gay Head (Aquinnah) alone or in any combination,3411,
Wappo alone,2210,
Wappo alone or in any combination,3412,
Wasauksing First Nation alone,2436,
Wasauksing First Nation alone or in any combination,3638,
Wasco alone,2211,
Wasco alone or in any combination,3413,
Washoe Tribe of Nevada and California alone,2212,
Washoe Tribe of Nevada and California alone or in any combination,3414,
Wassamasaw Tribe of Varnertown Indians alone,2213,
Wassamasaw Tribe of Varnertown Indians alone or in any combination,3415,
Waywayseecappo First Nation alone,2437,
Waywayseecappo First Nation alone or in any combination,3639,
Wazhaza Sioux alone,2214,
Wazhaza Sioux alone or in any combination,3416,
Welsh alone,1068,
Welsh alone or in any combination,1179,
Wenatchee alone,2215,
Wenatchee alone or in any combination,3417,
West Bay Band alone,2438,
West Bay Band alone or in any combination,3640,
West Indian alone,1285,
West Indian alone or in any combination,1353,
Whilkut alone,2216,
Whilkut alone or in any combination,3418,
White Bear Band alone,2439,
White Bear Band alone or in any combination,3641,
White Earth Band alone,2217,
White Earth Band alone or in any combination,3419,
"White Mountain Apache Tribe of the Fort Apache Reservation, Arizona alone",2218,
"White Mountain Apache Tribe of the Fort Apache Reservation, Arizona alone or in any combination",3420,
White River Band of the Chickamauga-Cherokee alone,2219,
White River Band of the Chickamauga-Cherokee alone or in any combination,3421,
Whitefish Lake Band alone,2440,
Whitefish Lake Band alone or in any combination,3642,
"Wichita and Affiliated Tribes, Oklahoma alone",2220,
"Wichita and Affiliated Tribes, Oklahoma alone or in any combination",3422,
Wicomico alone,2221,
Wicomico alone or in any combination,3423,
Wikwemikong alone,2441,
Wikwemikong alone or in any combination,3643,
Willapa Chinook alone,2222,
Willapa Chinook alone or in any combination,3424,
Wilton Rancheria alone,2223,
Wilton Rancheria alone or in any combination,3425,
Wind River alone,2224,
Wind River alone or in any combination,3426,
Winnebago alone,2225,
Winnebago alone or in any combination,3427,
Winnebago Tribe of Nebraska alone,2226,
Winnebago Tribe of Nebraska alone or in any combination,3428,
Winnemucca Indian Colony of Nevada alone,2227,
Winnemucca Indian Colony of Nevada alone or in any combination,3429,
Wintun alone,2228,
Wintun alone or in any combination,3430,
Wiseman alone,1624,
Wiseman alone or in any combination,2826,
Wishram alone,2229,
Wishram alone or in any combination,3431,
"Wiyot Tribe, California alone",2230,
"Wiyot Tribe, California alone or in any combination",3432,
Wolf Lake Band alone,2442,
Wolf Lake Band alone or in any combination,3644,
Woodland Cree First Nation alone,2443,
Woodland Cree First Nation alone or in any combination,3645,
Woodstock First Nation alone,2444,
Woodstock First Nation alone or in any combination,3646,
Wrangell Cooperative Association alone,1625,
Wrangell Cooperative Association alone or in any combination,2827,
Wyandotte Nation alone,2231,
Wyandotte Nation alone or in any combination,3433,
Xaxli'p First Nation (Fountain Band) alone,2445,
Xaxli'p First Nation (Fountain Band) alone or in any combination,3647,
Yakama Cowlitz alone,2232,
Yakama Cowlitz alone or in any combination,3434,
Yakutat Tlingit Tribe alone,1626,
Yakutat Tlingit Tribe alone or in any combination,2828,
Yana alone,2233,
Yana alone or in any combination,3435,
Yankton Sioux Tribe of South Dakota alone,2234,
Yankton Sioux Tribe of South Dakota alone or in any combination,3436,
Yanktonai Sioux alone,2235,
Yanktonai Sioux alone or in any combination,3437,
Yapese alone,3907,
Yapese alone or in any combination,3949,
Yaqui alone,2236,
Yaqui alone or in any combination,3438,
Yavapai Apache Nation of the Camp Verde Indian Reservation alone,2237,
Yavapai Apache Nation of the Camp Verde Indian Reservation alone or in any combination,3439,
Yavapai-Prescott Tribe of the Yavapai Reservation alone,2238,
Yavapai-Prescott Tribe of the Yavapai Reservation alone or in any combination,3440,
Yazidi alone,1096,
Yazidi alone or in any combination,1207,
Yemeni alone,1097,
Yemeni alone or in any combination,1208,
"Yerington Paiute Tribe of the Yerington Colony and Campbell Ranch, Nevada alone",2239,
"Yerington Paiute Tribe of the Yerington Colony and Campbell Ranch, Nevada alone or in any combination",3441,
"Yocha Dehe Wintun Nation, California alone",2240,
"Yocha Dehe Wintun Nation, California alone or in any combination",3442,
Yokuts alone,2241,
Yokuts alone or in any combination,3443,
"Yomba Shoshone Tribe of the Yomba Reservation, Nevada alone",2242,
"Yomba Shoshone Tribe of the Yomba Reservation, Nevada alone or in any combination",3444,
Ysleta del Sur Pueblo of Texas alone,2243,
Ysleta del Sur Pueblo of Texas alone or in any combination,3445,
Yuchi alone,2244,
Yuchi alone or in any combination,3446,
Yuki alone,2245,
Yuki alone or in any combination,3447,
Yup'ik (Yup'ik Eskimo) alone,1628,
Yup'ik (Yup'ik Eskimo) alone or in any combination,2830,
Yupiit of Andreafski alone,1627,
Yupiit of Andreafski alone or in any combination,2829,
Yurok Tribe alone,2246,
Yurok Tribe alone or in any combination,3448,
Zambian alone,1265,
Zambian alone or in any combination,1333,
Zaparo alone,2544,
Zaparo alone or in any combination,3746,
Zapotec alone,2513,
Zapotec alone or in any combination,3715,
Zimbabwean alone,1266,
Zimbabwean alone or in any combination,1334,
Zoque alone,2514,
Zoque alone or in any combination,3716,
Zuni Tribe of the Zuni Reservation alone,2247,
Zuni Tribe of the Zuni Reservation alone or in any combination,3449,
Mexican,4015,
Central American,4016,
Costa Rican,4017,
Guatemalan,4018,
Honduran,4019,
Panamanian,4021,
Salvadoran,4022,
South American,4024,
Colombian,4028,
Venezuelan,4033,
Caribbean Hispanic,4035,
Cuban,4036,
Dominican,4037,
Puerto Rican,4038,
"Other Hispanic, Latino, or Spanish",4040,
Spaniard,4041,
Spanish,4042,
Nicaraguan,4020,
Argentinean,4025,
Bolivian,4026,
Chilean,4027,
Ecuadorian,4029,
Peruvian,4031,
Uruguayan,4032,
Other South American,4034,
Spanish American ,4043,
Paraguayan,4030,
Other Central American,4023,
Other Caribbean Hispanic,4039,
Afro Latino(a),4049,
Garifuna,4050,
"All other Hispanic or Latino, not specified ",4045,
Hispanic,4047,
Latino(a),4048,
